12, 14, 18, 19, 22, 23, 24, 25, 26, 27
17, 19, 22, 24, 25, 27, 29, 30, 31, 32
12, 18, 20, 23, 24, 25, 27, 29, 30, 31
14, 16, 22, 25, 26, 27, 28, 29, 30, 31
12, 15, 18, 19, 21, 23, 25, 28, 29, 30
9, 11, 14, 15, 16, 18, 22, 25, 29, 30
9, 13, 15, 19, 22, 23, 24, 25, 26, 28
14, 15, 16, 17, 18, 20, 23, 24, 30, 31
12, 16, 18, 21, 22, 24, 26, 27, 28, 29
6, 21, 23, 24, 25, 26, 29, 31, 32, 33
14, 20, 21, 22, 25, 26, 27, 28, 29, 30
13, 17, 18, 20, 23, 25, 26, 27, 29, 30
9, 10, 12, 15, 16, 22, 23, 24, 26, 31
12, 14, 20, 21, 22, 23, 24, 26, 30, 31
13, 16, 18, 19, 24, 25, 26, 27, 29, 31
17, 20, 22, 23, 24, 25, 28, 29, 30, 31
16, 19, 20, 22, 23, 25, 26, 32, 33, 36
13, 14, 16, 17, 18, 19, 21, 23, 24, 25
10, 13, 15, 19, 20, 23, 26, 27, 28, 31
18, 21, 23, 25, 29, 30, 31, 32, 33, 34
12, 14, 15, 18, 22, 24, 25, 26, 27, 28
12, 15, 18, 21, 23, 24, 25, 27, 28, 33
8, 9, 12, 15, 21, 23, 25, 26, 27, 28
12, 18, 22, 23, 27, 28, 29, 32, 33, 36
17, 23, 26, 27, 28, 29, 30, 33, 35, 36
11, 12, 18, 19, 20, 21, 25, 26, 27, 28
10, 11, 12, 20, 23, 25, 27, 29, 30, 32
15, 17, 21, 22, 23, 25, 26, 29, 30, 31
17, 18, 22, 23, 24, 27, 28, 30, 31, 32
9, 16, 19, 21, 23, 24, 27, 29, 31, 32
7, 16, 17, 20, 22, 23, 25, 27, 29, 30
16, 17, 18, 23, 24, 25, 26, 28, 29, 31
14, 22, 23, 24, 25, 26, 27, 28, 31, 32
18, 19, 24, 26, 28, 30, 31, 33, 34, 35
18, 19, 24, 26, 30, 31, 32, 35, 36, 39
12, 17, 18, 20, 22, 24, 25, 26, 28, 29
10, 11, 12, 16, 18, 19, 20, 22, 24, 27
10, 13, 16, 18, 19, 23, 24, 25, 26, 28
14, 16, 19, 20, 23, 24, 25, 30, 31, 32
14, 16, 17, 19, 20, 21, 22, 23, 25, 26
9, 18, 19, 20, 22, 23, 25, 27, 28, 29
11, 19, 20, 22, 23, 24, 25, 27, 28, 29
18, 20, 22, 24, 25, 26, 29, 30, 31, 33
4, 7, 17, 19, 20, 22, 23, 24, 25, 26
1, 17, 22, 24, 27, 28, 29, 30, 33, 34
15, 22, 23, 25, 27, 28, 29, 30, 31, 32
8, 15, 17, 25, 28, 29, 33, 34, 35, 36
9, 21, 25, 28, 29, 30, 31, 32, 33, 34
9, 14, 18, 22, 23, 27, 28, 29, 30, 31
4, 13, 16, 18, 19, 20, 21, 22, 26, 27
12, 22, 25, 26, 28, 29, 30, 31, 32, 33
11, 20, 21, 22, 26, 27, 28, 29, 30, 31
10, 16, 20, 22, 23, 25, 26, 28, 29, 30
10, 15, 19, 22, 24, 25, 29, 30, 32, 34
11, 12, 15, 17, 18, 20, 21, 22, 26, 27
8, 12, 13, 16, 20, 23, 24, 28, 29, 30
12, 13, 15, 22, 23, 24, 25, 26, 27, 28
4, 20, 21, 23, 24, 25, 26, 27, 28, 30
4, 10, 11, 12, 14, 17, 22, 23, 25, 27
14, 16, 19, 21, 26, 30, 31, 32, 33, 34
3, 6, 7, 13, 14, 16, 17, 18, 24, 26
11, 12, 15, 16, 17, 18, 20, 24, 25, 26
10, 15, 18, 19, 20, 21, 24, 25, 28, 29
13, 15, 18, 19, 20, 21, 22, 23, 25, 27
14, 17, 19, 20, 22, 24, 25, 28, 29, 30
13, 14, 18, 20, 23, 26, 27, 28, 30, 31
13, 18, 20, 22, 23, 24, 26, 27, 28, 30
19, 28, 30, 31, 32, 33, 34, 37, 38, 40
18, 22, 23, 25, 27, 28, 30, 32, 34, 35
13, 16, 17, 25, 26, 27, 29, 30, 32, 35
10, 14, 19, 20, 23, 24, 26, 28, 29, 30
18, 19, 21, 22, 24, 26, 27, 29, 30, 32
14, 16, 20, 23, 25, 26, 27, 28, 30, 31
10, 14, 15, 20, 22, 24, 25, 29, 30, 31
7, 16, 17, 19, 21, 24, 26, 27, 29, 31
10, 12, 18, 19, 20, 21, 23, 24, 26, 28
3, 15, 18, 20, 21, 22, 25, 26, 28, 30
18, 19, 20, 22, 23, 26, 27, 29, 30, 31
9, 18, 19, 21, 23, 24, 25, 27, 28, 31
10, 12, 13, 15, 20, 21, 24, 25, 27, 28
13, 14, 16, 20, 21, 23, 28, 29, 30, 31
14, 18, 20, 21, 22, 25, 26, 27, 29, 30
9, 12, 16, 20, 22, 23, 25, 26, 27, 28
10, 17, 18, 19, 20, 26, 28, 30, 31, 32
13, 14, 18, 19, 24, 25, 26, 28, 29, 30
12, 14, 16, 18, 20, 22, 23, 26, 27, 28
11, 22, 24, 30, 31, 32, 33, 36, 37, 39
8, 10, 12, 13, 17, 19, 20, 23, 25, 26
14, 18, 19, 23, 24, 26, 29, 31, 32, 34
14, 15, 16, 18, 21, 24, 26, 27, 28, 29
17, 20, 21, 23, 25, 26, 28, 30, 31, 32
13, 14, 21, 23, 24, 26, 27, 29, 30, 31
13, 18, 22, 23, 24, 26, 27, 28, 29, 30
16, 20, 21, 22, 23, 25, 26, 27, 28, 29
15, 17, 18, 20, 21, 22, 25, 27, 28, 30
16, 20, 21, 22, 24, 26, 29, 30, 31, 32
11, 13, 16, 17, 20, 22, 27, 29, 31, 33
8, 10, 12, 15, 16, 20, 21, 23, 24, 25
6, 11, 14, 19, 20, 21, 24, 25, 26, 27
8, 9, 10, 15, 16, 17, 19, 21, 23, 24
7, 13, 15, 19, 21, 22, 24, 26, 27, 28
13, 15, 17, 20, 23, 24, 25, 26, 31, 32
6, 8, 17, 18, 19, 23, 25, 27, 28, 31
22, 23, 24, 25, 28, 30, 31, 32, 33, 34
10, 12, 15, 21, 22, 26, 28, 29, 30, 31
6, 12, 13, 17, 22, 23, 24, 25, 26, 28
12, 13, 15, 17, 18, 21, 22, 23, 24, 26
16, 21, 25, 26, 27, 28, 29, 34, 35, 36
7, 17, 23, 24, 25, 27, 29, 30, 31, 33
10, 11, 17, 18, 22, 24, 28, 31, 32, 33
11, 16, 17, 18, 22, 24, 25, 26, 28, 31
13, 16, 23, 25, 26, 27, 28, 29, 30, 31
9, 11, 14, 18, 24, 25, 26, 31, 32, 33
8, 12, 16, 19, 20, 23, 24, 25, 27, 28
5, 10, 12, 14, 21, 22, 23, 27, 29, 30
5, 14, 15, 19, 20, 22, 23, 24, 25, 28
9, 16, 17, 20, 27, 31, 33, 34, 35, 36
15, 22, 24, 25, 27, 28, 29, 30, 32, 33
8, 12, 18, 23, 24, 26, 27, 28, 30, 31
13, 15, 16, 18, 23, 26, 27, 28, 29, 31
13, 14, 16, 17, 18, 19, 21, 23, 25, 26
8, 10, 16, 20, 21, 23, 24, 27, 31, 32
13, 14, 15, 18, 21, 22, 24, 28, 30, 31
1, 10, 12, 15, 18, 19, 20, 21, 22, 24
13, 15, 16, 20, 23, 24, 25, 27, 29, 31
3, 10, 14, 17, 24, 25, 26, 28, 29, 30
9, 20, 25, 27, 28, 29, 30, 31, 32, 33
17, 22, 24, 27, 28, 29, 30, 31, 32, 35
17, 20, 22, 23, 24, 25, 26, 27, 29, 32
21, 23, 24, 25, 26, 28, 29, 30, 31, 32
12, 15, 17, 19, 21, 22, 24, 25, 26, 27
13, 16, 19, 21, 24, 25, 27, 29, 30, 33
12, 20, 21, 25, 26, 28, 29, 30, 32, 33
9, 10, 17, 18, 19, 21, 23, 24, 25, 26
7, 13, 15, 17, 22, 27, 30, 33, 34, 35
29, 32, 33, 35, 36, 37, 38, 39, 40, 42
4, 10, 18, 19, 20, 25, 27, 28, 29, 31
