21, 22, 23, 24, 26, 28, 29, 30, 33, 34
13, 15, 19, 20, 24, 25, 26, 28, 30, 31
13, 18, 19, 21, 22, 24, 25, 28, 29, 30
14, 20, 21, 22, 23, 24, 25, 26, 28, 29
14, 16, 17, 18, 22, 23, 24, 26, 28, 29
13, 16, 19, 20, 24, 25, 26, 27, 28, 30
15, 17, 21, 24, 25, 26, 28, 29, 30, 31
8, 10, 12, 18, 19, 20, 22, 23, 25, 27
15, 18, 22, 23, 24, 25, 26, 27, 28, 32
10, 14, 15, 16, 17, 18, 21, 22, 23, 24
12, 20, 24, 25, 26, 28, 31, 32, 33, 34
2, 19, 21, 24, 26, 28, 29, 30, 32, 33
8, 19, 20, 21, 23, 26, 28, 29, 31, 33
2, 11, 15, 17, 18, 22, 24, 26, 27, 29
13, 16, 17, 18, 19, 22, 23, 25, 27, 29
11, 15, 16, 23, 25, 26, 27, 28, 29, 30
9, 17, 22, 24, 25, 26, 27, 28, 30, 31
16, 21, 22, 23, 24, 25, 26, 27, 28, 29
7, 14, 15, 18, 20, 21, 22, 23, 24, 25
6, 9, 12, 19, 20, 23, 25, 27, 29, 30
10, 13, 15, 20, 25, 27, 28, 29, 30, 31
7, 12, 13, 15, 16, 19, 20, 23, 25, 27
9, 10, 17, 18, 20, 21, 22, 24, 25, 26
7, 15, 18, 20, 23, 26, 27, 29, 32, 35
2, 7, 9, 14, 16, 20, 23, 24, 26, 28
10, 14, 15, 18, 20, 21, 22, 25, 26, 27
11, 17, 18, 19, 20, 21, 22, 23, 24, 27
10, 11, 13, 16, 19, 23, 24, 25, 26, 31
20, 24, 25, 26, 27, 28, 29, 30, 31, 32
9, 13, 19, 20, 21, 24, 25, 26, 28, 29
19, 21, 22, 24, 25, 26, 27, 28, 31, 32
6, 8, 9, 16, 21, 23, 24, 25, 27, 29
13, 14, 16, 18, 19, 22, 25, 26, 30, 31
10, 14, 15, 19, 21, 22, 23, 25, 27, 28
13, 20, 22, 23, 25, 27, 28, 29, 30, 33
11, 15, 16, 18, 20, 22, 24, 25, 27, 28
10, 17, 18, 19, 22, 23, 25, 26, 27, 28
10, 12, 13, 18, 23, 25, 26, 27, 28, 30
6, 7, 8, 10, 11, 15, 20, 22, 23, 24
9, 14, 15, 23, 28, 30, 31, 32, 33, 34
10, 12, 18, 22, 23, 26, 27, 29, 30, 31
11, 15, 19, 20, 24, 26, 27, 28, 30, 31
16, 19, 20, 22, 23, 24, 25, 26, 27, 28
11, 12, 17, 18, 22, 23, 25, 26, 27, 28
4, 6, 10, 16, 19, 22, 24, 25, 26, 28
7, 10, 13, 14, 17, 18, 19, 24, 25, 26
13, 14, 23, 26, 27, 28, 29, 30, 32, 33
15, 16, 19, 21, 23, 24, 25, 27, 28, 30
16, 18, 19, 20, 21, 23, 24, 26, 29, 31
8, 15, 16, 17, 19, 21, 22, 24, 25, 28
11, 19, 20, 21, 24, 25, 26, 29, 30, 31
15, 18, 20, 26, 27, 28, 29, 30, 31, 32
16, 17, 20, 21, 22, 25, 28, 30, 32, 33
14, 16, 18, 21, 23, 25, 26, 27, 28, 29
6, 7, 11, 19, 21, 22, 23, 24, 25, 26
15, 19, 20, 22, 25, 27, 28, 29, 30, 31
8, 15, 19, 21, 23, 24, 26, 27, 28, 30
17, 26, 28, 30, 31, 32, 33, 35, 36, 37
12, 13, 15, 16, 24, 26, 28, 29, 31, 32
14, 15, 16, 22, 26, 29, 31, 32, 33, 34
6, 15, 17, 19, 21, 23, 24, 26, 27, 28
10, 12, 15, 16, 17, 19, 21, 24, 26, 28
16, 17, 18, 19, 21, 22, 23, 24, 25, 26
10, 16, 17, 18, 21, 23, 26, 29, 30, 31
12, 14, 19, 20, 21, 23, 25, 28, 29, 31
11, 13, 15, 17, 18, 20, 22, 26, 27, 28
16, 17, 21, 22, 23, 24, 27, 28, 29, 30
15, 16, 21, 23, 24, 26, 29, 31, 32, 34
13, 19, 21, 22, 26, 27, 28, 29, 30, 33
18, 26, 28, 29, 31, 32, 33, 34, 35, 36
11, 17, 21, 22, 23, 24, 25, 27, 28, 32
13, 16, 17, 19, 23, 24, 25, 26, 27, 28
15, 17, 20, 23, 24, 26, 29, 30, 31, 33
18, 19, 20, 22, 23, 27, 28, 29, 31, 32
20, 23, 24, 26, 29, 31, 32, 33, 35, 36
9, 11, 13, 20, 22, 24, 25, 26, 28, 29
18, 21, 23, 24, 28, 29, 31, 32, 34, 35
6, 9, 11, 15, 20, 21, 22, 23, 25, 26
15, 16, 17, 18, 19, 20, 21, 24, 25, 26
13, 16, 17, 18, 19, 22, 23, 24, 25, 26
