50,1
8444,3
5850,2
2974,1
2440,1
6039,1
8681,3
2361,2
19,3
1242,1
2663,1
6539,1
7721,2
6832,2
514,3
8327,1
3931,1
6216,2
2757,3
1384,3
6263,2
2310,2
4388,2
7633,2
7387,3
776,1
123,3
6942,2
6302,3
5882,1
4547,1
5365,2
7303,2
1947,1
7114,1
7636,1
5907,3
4453,1
3061,1
1041,2
2681,2
47,1
9580,2
4449,3
8859,1
8325,1
4207,3
2246,2
2266,3
8373,2
4909,1
6261,2
2485,2
9568,1
3925,3
2591,2
773,2
3341,3
3753,2
9191,2
6978,3
5202,2
1547,2
1867,2
435,2
5036,3
7689,1
7938,2
4163,2
2151,2
9830,2
6769,3
5396,3
4637,3
287,2
4553,2
430,2
8887,2
2908,2
9313,1
7522,2
6149,2
8271,3
356,1
9152,1
4898,3
6976,2
4375,1
4568,2
7646,2
8470,3
4495,3
8880,2
9272,1
5583,2
2161,3
5778,3
3266,3
5708,1
9436,1
439,2
5895,3
7133,1
732,3
8067,1
4844,1
2615,3
3052,2
5685,2
1605,3
4576,2
4165,2
3002,2
4950,3
6743,3
3692,1
2692,1
3511,3
7831,3
5793,2
5701,3
8440,2
6980,2
611,3
9148,3
2626,3
69,3
6806,2
7253,1
3467,2
3623,3
4143,3
3986,2
7965,1
213,1
1619,2
6451,1
3743,2
2907,3
9165,3
4406,2
9294,2
6991,1
2860,1
4306,3
8688,2
9281,1
5378,2
8680,2
4413,3
2178,3
2172,3
879,2
4035,1
6171,1
9723,1
1555,2
4754,2
4179,1
938,1
2383,2
9823,2
7199,3
2536,2
6917,2
7268,3
9696,1
3160,2
8825,1
7014,1
8447,3
5622,2
3228,2
2854,3
3212,2
1251,3
3204,3
5434,1
8430,3
7514,2
7979,3
7155,2
557,3
2674,3
1493,2
6949,1
9836,3
6930,1
3137,2
2472,3
4666,3
633,3
8904,3
1882,1
6195,2
6074,2
7090,3
6946,3
2175,3
437,3
5944,2
9440,2
3146,3
2652,1
66,1
2530,2
5533,2
4017,3
5408,1
7798,2
8778,1
7153,1
6377,3
2301,2
9674,1
6428,2
4720,3
5113,3
2830,2
2402,1
3010,3
4243,1
8279,2
9031,3
9612,3
6704,1
4586,1
1556,1
7587,3
7461,2
3839,3
3727,3
9109,1
9865,3
4890,3
137,3
7501,3
7134,2
3185,3
5783,2
3805,3
6412,1
6729,1
7120,3
6649,1
1287,1
856,2
116,1
910,2
1295,1
1597,1
6169,3
4861,1
7098,2
7928,2
9627,1
3038,2
8879,2
6583,3
3841,3
6295,3
5853,1
6932,3
5255,1
8384,3
9895,1
6116,3
9986,1
4050,1
8153,2
2482,3
2920,2
1779,1
6204,1
888,1
7371,2
5529,1
154,1
1191,3
4866,2
3624,2
704,3
8295,1
679,2
3950,2
7682,2
5137,3
6552,3
6817,1
9818,3
1911,1
9143,3
9862,2
7470,2
5863,1
9569,1
8742,1
6140,2
6118,2
3385,1
6455,1
1522,1
3188,2
2232,2
3653,1
2018,2
6454,2
1014,3
7334,3
9001,2
4158,3
5157,1
417,3
5168,2
5284,2
5722,2
4661,1
2525,1
3051,2
5925,3
1302,1
4371,1
6781,2
9654,1
8933,3
6191,3
4407,1
850,2
5537,3
482,2
598,2
1980,3
3528,1
7817,1
9866,1
2487,2
2335,2
4350,3
4727,1
1338,2
2656,3
943,1
6561,2
2771,2
8483,1
6717,2
138,1
447,3
181,1
9307,2
5607,1
2507,2
2579,2
7515,1
8283,1
8481,2
3815,1
3418,1
5615,1
9194,1
9937,3
3658,2
6554,1
6962,2
3749,3
6483,1
1665,1
2675,3
5352,2
5542,2
5611,1
4109,1
3008,2
4041,3
3854,3
5634,3
9832,2
2629,1
7072,3
780,2
5731,3
680,2
3246,3
3399,1
5871,1
4772,3
7374,3
261,2
1350,3
3811,3
8796,1
8536,2
8070,2
7006,1
1374,1
5133,3
9055,1
6266,1
1794,3
1688,1
7983,3
3676,1
9389,1
9069,1
4675,2
1415,2
9305,3
608,1
3472,2
7517,3
9283,2
7348,2
768,1
6237,3
8133,2
7182,1
5068,1
3164,2
5573,3
5945,3
2759,3
267,3
5843,3
1648,1
7306,1
1539,1
9267,2
9506,1
8556,3
5006,3
3421,2
3712,1
3962,1
9617,3
7196,1
1800,2
5833,2
5179,1
6920,1
658,2
3031,1
5772,1
8947,3
7149,1
4726,2
6973,3
8745,1
1340,2
508,1
4620,1
3344,3
1716,1
1905,2
8597,3
1450,1
6834,1
299,3
8928,2
1104,1
8877,1
3042,3
5266,2
2495,2
2826,3
6177,2
8550,2
1704,3
4865,3
2352,3
2231,3
6725,2
4354,2
148,3
5575,1
3090,3
580,3
7755,2
5092,3
6238,3
3282,1
7907,1
4228,3
7008,2
3087,2
5661,3
7130,2
1357,2
676,3
3921,3
1692,1
6271,3
7198,3
1072,3
4525,2
5614,2
8106,3
7363,1
1479,2
4784,1
2393,1
5362,3
3019,2
3001,1
4496,2
7250,3
1417,3
6359,3
7870,2
72,3
630,2
1888,1
9129,2
242,1
4476,1
4778,2
9239,3
9153,1
9464,1
2590,2
3910,3
6251,3
2304,1
4357,2
558,1
209,1
745,3
7656,3
2576,3
8976,2
7278,2
3808,1
8018,1
4606,3
3454,1
4339,2
7246,3
1538,1
4972,3
201,3
2051,1
1964,3
3349,3
6800,2
3860,1
5162,1
1977,1
2636,1
4311,1
838,2
4188,2
7337,3
6259,3
1611,1
7740,2
9579,3
4923,1
7525,2
3538,2
3651,3
8509,1
7440,1
4403,1
3036,1
407,3
3197,2
8990,1
6146,2
3498,3
2041,3
8958,3
9918,3
9555,3
9450,1
9202,3
9953,3
5293,1
2243,1
277,3
2630,3
6812,1
1894,3
2134,1
2979,1
9514,1
4595,3
6429,2
3241,3
9645,3
1128,1
6530,1
5198,2
7060,3
6277,3
8691,1
4400,1
8434,3
7464,2
1983,2
3833,2
8648,1
2096,1
4713,3
8013,1
1121,1
9914,2
6157,3
1445,1
3125,3
9625,1
1036,2
8524,3
5238,3
1219,3
4473,3
9683,3
8102,1
1765,1
7550,2
2538,2
1458,3
5700,3
3608,2
174,3
8572,2
6670,3
8426,3
8480,3
7544,2
3835,1
4274,2
5376,3
9498,3
7402,1
1517,1
6878,3
9851,3
1196,1
8604,3
8383,2
7713,1
3711,3
853,1
5192,2
2592,2
9888,3
2054,1
3085,1
7765,3
6841,1
593,2
4353,3
8697,1
3219,3
2902,3
5966,1
1427,3
413,2
2142,1
3147,1
6085,1
2456,2
843,2
3377,3
2407,3
8625,3
3133,3
6613,1
6873,1
1758,1
3481,1
4874,3
1492,3
4917,3
2126,3
9423,2
4196,3
8815,1
746,1
1438,3
4121,3
2120,3
7543,1
4033,1
6745,1
4104,2
8615,1
8827,1
6489,3
3907,1
5331,1
3534,2
6239,3
8586,2
2916,1
2042,1
7827,2
9544,1
6563,3
8860,1
9738,3
6401,2
648,2
569,1
9757,3
3852,3
4915,1
1237,1
4381,2
8192,1
4672,1
6763,2
7562,3
8079,1
4037,3
6995,2
5271,3
7821,1
130,2
583,2
1290,1
560,1
1446,2
307,1
4837,2
9064,1
821,2
3478,1
4226,2
2031,2
3591,1
947,2
6142,2
7496,2
5612,2
1146,1
7497,3
1100,2
7912,3
9465,2
5446,3
1022,1
7063,3
2985,1
5333,2
7391,1
6374,1
9906,3
7345,1
1252,2
3333,3
7603,1
4868,3
3144,2
9251,3
1202,1
9979,2
