3681,2
7987,3
810,3
9746,2
1294,3
6823,2
4880,3
6305,1
8173,3
1202,2
2798,1
1368,1
7954,2
3792,2
6703,2
3919,3
3768,1
213,2
3822,1
8905,2
6188,3
9541,1
710,3
2958,1
8442,3
5529,3
4648,2
2043,3
7492,2
7715,2
6657,2
2387,3
5182,3
9311,1
373,1
1753,3
2438,1
8237,3
4357,3
1378,3
6412,2
5901,2
7207,3
594,2
4205,2
8781,3
1779,3
599,3
394,3
6844,2
1275,1
8667,2
5046,2
2131,3
3964,3
4459,2
42,2
8556,2
804,2
4586,3
2746,3
6175,2
2450,2
8216,2
3431,1
8798,1
155,3
5524,2
7921,1
2583,1
9750,1
1339,3
9726,1
1380,1
3610,2
3773,1
3049,3
7086,3
3189,1
4162,3
6482,1
5209,2
8686,3
6826,1
5162,1
241,1
6654,2
5829,3
6965,2
4249,2
7103,2
1820,1
1604,3
8092,3
8645,2
9554,1
4224,3
8752,1
6462,1
4421,3
3104,3
3172,3
9640,2
1814,3
4734,2
8335,1
1236,3
5497,2
2636,3
7361,1
2645,3
3750,3
143,2
8999,2
1043,1
6392,2
8564,3
5114,2
9925,1
7145,1
7468,2
4661,3
1774,1
4714,3
3351,1
3253,3
2678,3
2786,1
4517,2
5563,1
9251,1
3592,3
8312,1
3803,1
6371,1
2758,2
8801,3
9050,1
7342,3
8085,2
863,2
7806,3
9407,2
9145,3
3296,2
7964,1
6771,3
3761,1
4721,3
5652,3
3580,2
8405,2
9603,1
8981,2
1332,1
9039,2
990,2
3630,2
5968,2
1504,1
1521,3
6304,3
9930,1
4350,1
6896,3
1519,2
9533,3
5494,2
4616,3
637,3
6431,2
5870,2
7679,2
1859,3
2606,3
9842,3
6391,2
8989,1
7368,1
2124,1
9822,1
8802,3
6177,1
6025,1
113,1
3214,3
4690,2
8221,3
1178,2
4664,1
8930,3
6628,2
2018,3
5480,3
7660,3
8233,1
3927,3
5656,3
4753,1
2975,1
303,1
8822,3
1995,2
3513,2
8007,1
7753,1
425,1
8782,2
5903,2
4203,2
9932,2
7728,3
4479,3
6805,1
